instance_id,family_id,parameter_source,old_type,old_tier,source_role,radius_km,thickness_km,dVs_percent,dVp_percent,dRho_percent,lateral_taper_km,top_taper_km,original_endpoint,within_family_interpolation,interpolation_weight,evidence_source,provenance_note
ULVZ109,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,11.1765,0.0000,0.0000,false,true,0.55882353,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ110,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,12.3529,0.0000,0.0000,false,true,0.61764706,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ111,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,13.5294,0.0000,0.0000,false,true,0.67647059,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ112,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,14.7059,0.0000,0.0000,false,true,0.73529412,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ113,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,15.8824,0.0000,0.0000,false,true,0.79411765,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ114,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,17.0588,0.0000,0.0000,false,true,0.85294118,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ115,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,18.2353,0.0000,0.0000,false,true,0.91176471,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ116,F_density_sensitivity,survey_family_sample,NONE,,project_sensitivity,240.0000,15.0000,-20.0000,0.0000,19.4118,0.0000,0.0000,false,true,0.97058824,S04_DRHO10/S05_DRHO20; density is sensitivity input,project sensitivity design; production-compatible circular uniform-body interface
ULVZ117,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,188.0882,10.2941,-29.7059,0.0000,0.0000,0.0000,0.0000,false,true,0.02941176,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ118,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,204.2647,10.8824,-29.1176,0.0000,0.0000,0.0000,0.0000,false,true,0.08823529,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ119,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,220.4412,11.4706,-28.5294,0.0000,0.0000,0.0000,0.0000,false,true,0.14705882,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ120,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,236.6176,12.0588,-27.9412,0.0000,0.0000,0.0000,0.0000,false,true,0.20588235,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ121,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,252.7941,12.6471,-27.3529,0.0000,0.0000,0.0000,0.0000,false,true,0.26470588,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ122,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,268.9706,13.2353,-26.7647,0.0000,0.0000,0.0000,0.0000,false,true,0.32352941,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ123,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,285.1471,13.8235,-26.1765,0.0000,0.0000,0.0000,0.0000,false,true,0.38235294,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ124,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,301.3235,14.4118,-25.5882,0.0000,0.0000,0.0000,0.0000,false,true,0.44117647,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ125,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,317.5000,15.0000,-25.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.50000000,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ126,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,333.6765,15.5882,-24.4118,0.0000,0.0000,0.0000,0.0000,false,true,0.55882353,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ127,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,349.8529,16.1765,-23.8235,0.0000,0.0000,0.0000,0.0000,false,true,0.61764706,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ128,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,366.0294,16.7647,-23.2353,0.0000,0.0000,0.0000,0.0000,false,true,0.67647059,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ129,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,382.2059,17.3529,-22.6471,0.0000,0.0000,0.0000,0.0000,false,true,0.73529412,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ130,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,398.3824,17.9412,-22.0588,0.0000,0.0000,0.0000,0.0000,false,true,0.79411765,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ131,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,414.5588,18.5294,-21.4706,0.0000,0.0000,0.0000,0.0000,false,true,0.85294118,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ132,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,430.7353,19.1176,-20.8824,0.0000,0.0000,0.0000,0.0000,false,true,0.91176471,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ133,F_small_medium_tradeoff,survey_family_sample,NONE,,project_sensitivity,446.9118,19.7059,-20.2941,0.0000,0.0000,0.0000,0.0000,false,true,0.97058824,batch_02::B02-E104; project sensitivity assumption after location decoupling,project sensitivity design; production-compatible circular uniform-body interface
ULVZ134,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,16.0294,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.02941176,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ135,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,18.0882,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.08823529,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ136,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,20.1471,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.14705882,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ137,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,22.2059,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.20588235,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ138,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,24.2647,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.26470588,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ139,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,26.3235,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.32352941,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ140,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,28.3824,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.38235294,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ141,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,30.4412,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.44117647,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ142,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,32.5000,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.50000000,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ143,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,34.5588,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.55882353,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ144,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,36.6176,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.61764706,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ145,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,38.6765,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.67647059,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ146,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,40.7353,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.73529412,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ147,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,42.7941,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.79411765,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ148,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,44.8529,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.85294118,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ149,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,46.9118,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.91176471,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
ULVZ150,F_mega_height,survey_family_sample,NONE,,project_sensitivity,655.0000,48.9706,-20.0000,0.0000,0.0000,0.0000,0.0000,false,true,0.97058824,batch_02::B02-E065; pilot::E004,project sensitivity design; production-compatible circular uniform-body interface
